lambda,alpha,excluded,source
0.1326187174752872,4.328761281083062e-05,1,envelope
0.1345888765567317,4.328761281083062e-05,1,envelope
0.1365883039562544,4.328761281083062e-05,1,envelope
0.1386174344785629,4.328761281083062e-05,1,envelope
0.1406767093877428,4.328761281083062e-05,1,envelope
0.1427665765032172,4.328761281083062e-05,1,envelope
0.1448874902971314,4.328761281083062e-05,1,envelope
0.1470399119931849,4.328761281083062e-05,1,envelope
0.1492243096669307,4.328761281083062e-05,1,envelope
0.1514411583475656,4.328761281083062e-05,1,envelope
0.1536909401212321,5.336699231206312e-05,1,envelope
0.155974144235855,5.336699231206312e-05,1,envelope
0.1582912672075355,5.336699231206312e-05,1,envelope
0.1606428129285262,5.336699231206312e-05,1,envelope
0.1630292927768093,5.336699231206312e-05,1,envelope
0.1654512257273037,5.336699231206312e-05,1,envelope
0.1679091384647233,5.336699231206312e-05,1,envelope
0.1704035654981128,5.336699231206312e-05,1,envelope
0.1729350492770838,5.336699231206312e-05,1,envelope
0.1755041403097789,6.579332246575683e-05,1,envelope
0.1781113972825879,6.579332246575683e-05,1,envelope
0.1807573871816415,6.579332246575683e-05,1,envelope
0.1834426854161117,6.579332246575683e-05,1,envelope
0.1861678759433422,6.579332246575683e-05,1,envelope
0.1889335513958389,6.579332246575683e-05,1,envelope
0.1917403132101464,6.579332246575683e-05,1,envelope
0.194588771757639,6.579332246575683e-05,1,envelope
0.1974795464772548,6.579332246575683e-05,1,envelope
0.2004132660102024,6.579332246575683e-05,1,envelope
0.2033905683366672,8.111308307896872e-05,1,envelope
0.2064121009145501,8.111308307896872e-05,1,envelope
0.2094785208202668,8.111308307896872e-05,1,envelope
0.2125904948916381,8.111308307896872e-05,1,envelope
0.2157486998729039,8.111308307896872e-05,1,envelope
0.2189538225618912,8.111308307896872e-05,1,envelope
0.2222065599593681,8.111308307896872e-05,1,envelope
0.225507619420617,8.111308307896872e-05,1,envelope
0.2288577188092591,8.111308307896872e-05,1,envelope
0.2322575866533645,0.0001,1,envelope
0.2357079623038813,0.0001,1,envelope
0.2392095960954183,0.0001,1,envelope
0.2427632495094161,0.0001,1,envelope
0.2463696953397422,0.0001,1,envelope
0.2500297178607468,0.0001,1,envelope
0.2537441129978144,0.0001,1,envelope
0.2575136885004495,0.0001,1,envelope
0.2613392641179333,0.0001,1,envelope
0.2652216717775904,0.0001,1,envelope
0.2691617557657038,0.0001232846739442,1,envelope
0.2731603729111166,0.0001232846739442,1,envelope
0.2772183927715626,0.0001232846739442,1,envelope
0.2813366978227641,0.0001232846739442,1,envelope
0.285516183650339,0.0001232846739442,1,envelope
0.2897577591445591,0.0001232846739442,1,envelope
0.2940623466980018,0.0001232846739442,1,envelope
0.2984308824061374,0.0001232846739442,1,envelope
0.3028643162708972,0.0001232846739442,1,envelope
0.3073636124072648,0.0001519911082952,1,envelope
0.3119297492529373,0.0001519911082952,1,envelope
0.3165637197811012,0.0001519911082952,1,envelope
0.3212665317163682,0.0001519911082952,1,envelope
0.3260392077539202,0.0001519911082952,1,envelope
0.330882785781909,0.0001519911082952,1,envelope
0.3357983191071604,0.0001519911082952,1,envelope
0.3407868766842312,0.0001519911082952,1,envelope
0.345849543347869,0.0001519911082952,1,envelope
0.3509874200489252,0.000187381742286,1,envelope
0.356201624093773,0.000187381742286,1,envelope
0.3614932893872817,0.000187381742286,1,envelope
0.3668635666794015,0.000187381742286,1,envelope
0.3723136238154104,0.000187381742286,1,envelope
0.3778446459898792,0.000187381742286,1,envelope
0.3834578360044098,0.000187381742286,1,envelope
0.3891544145292016,0.000187381742286,1,envelope
0.3949356203685039,0.000187381742286,1,envelope
0.4008027107300127,0.000187381742286,1,envelope
0.4067569614982683,0.0002310129700083,1,envelope
0.4127996675121151,0.0002310129700083,1,envelope
0.4189321428462836,0.0002310129700083,1,envelope
0.4251557210971546,0.0002310129700083,1,envelope
0.4314717556727696,0.0002310129700083,1,envelope
0.4378816200871492,0.0002310129700083,1,envelope
0.4443867082589834,0.0002310129700083,1,envelope
0.4509884348147602,0.0002310129700083,1,envelope
0.457688235396396,0.0002310129700083,1,envelope
0.4644875669734378,0.0002848035868435,1,envelope
0.4713879081599019,0.0002848035868435,1,envelope
0.4783907595358204,0.0002848035868435,1,envelope
0.4854976439735639,0.0002848035868435,1,envelope
0.4927101069690128,0.0002848035868435,1,envelope
0.5000297169776481,0.0002848035868435,1,envelope
0.5074580657556341,0.0002848035868435,1,envelope
0.5149967687059701,0.0002848035868435,1,envelope
0.5226474652297824,0.0002848035868435,1,envelope
0.5304118190828369,0.0002848035868435,1,envelope
0.5382915187373466,0.0003511191734215,1,envelope
0.5462882777491546,0.0003511191734215,1,envelope
0.5544038351303721,0.0003511191734215,1,envelope
0.5626399557275517,0.0003511191734215,1,envelope
0.5709984306054792,0.0003511191734215,1,envelope
0.579481077436667,0.0003511191734215,1,envelope
0.5880897408966331,0.0003511191734215,1,envelope
0.5968262930650533,0.0003511191734215,1,envelope
0.605692633832872,0.0003511191734215,1,envelope
0.614690691315461,0.0004328761281083,1,envelope
0.6238224222719168,0.0004328761281083,1,envelope
0.6330898125305862,0.0004328761281083,1,envelope
0.6424948774209138,0.0004328761281083,1,envelope
0.6520396622117052,0.0004328761281083,1,envelope
0.6617262425558995,0.0004328761281083,1,envelope
0.6715567249419517,0.0004328761281083,1,envelope
0.6815332471519184,0.0004328761281083,1,envelope
0.6916579787263503,0.0004328761281083,1,envelope
0.7019331214360901,0.0004328761281083,1,envelope
0.7123609097610805,0.0005336699231206,1,envelope
0.7229436113762832,0.0005336699231206,1,envelope
0.7336835276448195,0.0005336699231206,1,envelope
0.7445829941184341,0.0005336699231206,1,envelope
0.7556443810453957,0.0005336699231206,1,envelope
0.7668700938859417,0.0005336699231206,1,envelope
0.7782625738353811,0.0005336699231206,1,envelope
0.7898242983549675,0.0005336699231206,1,envelope
0.8015577817106598,0.0005336699231206,1,envelope
0.8134655755198861,0.0006579332246575,1,envelope
0.8255502693064296,0.0006579332246575,1,envelope
0.8378144910635589,0.0006579332246575,1,envelope
0.8502609078255234,0.0006579332246575,1,envelope
0.862892226247539,0.0006579332246575,1,envelope
0.8757111931943897,0.0006579332246575,1,envelope
0.8887205963377733,0.0006579332246575,1,envelope
0.9019232647625218,0.0006579332246575,1,envelope
0.9153220695818268,0.0006579332246575,1,envelope
0.9289199245616055,0.0006579332246575,1,envelope
0.9427197867541413,0.0008111308307896,1,envelope
0.9567246571411374,0.0008111308307896,1,envelope
0.970937581286326,0.0008111308307896,1,envelope
0.9853616499977692,0.0008111308307896,1,envelope
1.0,0.0008111308307896,1,envelope
1e-07,11313708498984.762,1,Decca2005
1.0570667539423545e-07,9316365876917.844,1,Decca2005
1.117390122290224e-07,7671637744634.166,1,Decca2005
1.1811559494565776e-07,6317272900446.237,1,Decca2005
1.248560685391764e-07,5202010082739.576,1,Decca2005
1.319811990807113e-07,4283637786015.654,1,Decca2005
1.3951293769366688e-07,3527396600530.551,1,Decca2005
1.474744881808064e-07,2904663605791.837,1,Decca2005
1.5589037851059516e-07,2391869023614.3643,1,Decca2005
1.647865363830398e-07,1969604127210.5696,1,Decca2005
1.741903691078232e-07,1621886641628.413,1,Decca2005
1.8413084804082725e-07,1335555831728.5383,1,Decca2005
1.9463859783917017e-07,1099774382427.3818,1,Decca2005
2.0574599080974257e-07,905618217905.681,1,Decca2005
2.1748724664190805e-07,745738734878.0233,1,Decca2005
2.298985378316221e-07,614084665813.7733,1,Decca2005
2.430181011217662e-07,505673044929.4601,1,Decca2005
2.568863553020198e-07,416400608260.39014,1,Decca2005
2.7154602573118833e-07,342888489505.7219,1,Decca2005
2.870422759656143e-07,282354333550.8132,1,Decca2005
3.034228468991968e-07,232506987300.29535,1,Decca2005
3.207382038436819e-07,191459781982.52325,1,Decca2005
3.390416920023421e-07,157659124753.31778,1,Decca2005
3.583897008160392e-07,129825696867.50797,1,Decca2005
3.788418376879814e-07,106906032831.94669,1,Decca2005
4.004611116223908e-07,88032647862.68637,1,Decca2005
4.233141273428275e-07,72491204513.202,1,Decca2005
4.474712904882222e-07,59693475765.62329,1,Decca2005
4.730070245187814e-07,49155081266.88781,1,Decca2005
5e-07,40477154050.155266,1,Decca2005
1e-07,9316365876917.844,1,envelope
1.0162650893929953e-07,7671637744634.166,1,envelope
1.0327947319189525e-07,7671637744634.166,1,envelope
1.0495932305582269e-07,7671637744634.166,1,envelope
1.066664958279539e-07,7671637744634.166,1,envelope
1.0840143591783309e-07,6317272900446.237,1,envelope
1.1016459496336569e-07,6317272900446.237,1,envelope
1.1195643194838797e-07,6317272900446.237,1,envelope
1.1377741332214905e-07,5202010082739.576,1,envelope
1.1562801312073753e-07,5202010082739.576,1,envelope
1.1750871309048085e-07,5202010082739.576,1,envelope
1.1942000281335325e-07,5202010082739.576,1,envelope
1.2136237983442417e-07,4283637786015.654,1,envelope
1.233363497913775e-07,4283637786015.654,1,envelope
1.2534242654613997e-07,4283637786015.654,1,envelope
1.2738113231864786e-07,3527396600530.551,1,envelope
1.294529978227916e-07,3527396600530.551,1,envelope
1.315585624045705e-07,3527396600530.551,1,envelope
1.3369837418249456e-07,3527396600530.551,1,envelope
1.3587299019027092e-07,2904663605791.837,1,envelope
1.3808297652180922e-07,2904663605791.837,1,envelope
1.4032890847858732e-07,2904663605791.837,1,envelope
1.4261137071941298e-07,2391869023614.3643,1,envelope
1.449309574126215e-07,2391869023614.3643,1,envelope
1.472882723907502e-07,2391869023614.3643,1,envelope
1.4968392930772557e-07,2391869023614.3643,1,envelope
1.5211855179861048e-07,1969604127210.5696,1,envelope
1.5459277364194788e-07,1969604127210.5696,1,envelope
1.5710723892474488e-07,1969604127210.5696,1,envelope
1.5966260221014253e-07,1621886641628.413,1,envelope
1.6225952870780874e-07,1621886641628.413,1,envelope
1.648986944471065e-07,1621886641628.413,1,envelope
1.675807864530769e-07,1335555831728.5383,1,envelope
1.703065029252843e-07,1335555831728.5383,1,envelope
1.730765534195724e-07,1335555831728.5383,1,envelope
1.758916590327733e-07,1335555831728.5383,1,envelope
1.787525525904236e-07,1099774382427.3818,1,envelope
1.816599788375329e-07,1099774382427.3818,1,envelope
1.8461469463245458e-07,1099774382427.3818,1,envelope
1.8761746914391194e-07,905618217905.681,1,envelope
1.906690840512252e-07,905618217905.681,1,envelope
1.937703337477989e-07,905618217905.681,1,envelope
1.9692202554791738e-07,905618217905.681,1,envelope
2.001249798969035e-07,745738734878.0233,1,envelope
2.03380030584698e-07,745738734878.0233,1,envelope
2.066880249629082e-07,745738734878.0233,1,envelope
2.1004982416539165e-07,614084665813.7733,1,envelope
2.1346630333242457e-07,614084665813.7733,1,envelope
2.169383518385182e-07,614084665813.7733,1,envelope
2.204668735239408e-07,614084665813.7733,1,envelope
2.240527869300018e-07,505673044929.4601,1,envelope
2.27697025538168e-07,505673044929.4601,1,envelope
2.314005380130655e-07,505673044929.4601,1,envelope
2.351642884494351e-07,416400608260.39014,1,envelope
2.389892566231048e-07,416400608260.39014,1,envelope
2.428764382460451e-07,416400608260.39014,1,envelope
2.4682684522556925e-07,416400608260.39014,1,envelope
2.508415059277541e-07,342888489505.7219,1,envelope
2.549214654451426e-07,342888489505.7219,1,envelope
2.590677858688006e-07,342888489505.7219,1,envelope
2.63281546564802e-07,282354333550.8132,1,envelope
2.675638444552045e-07,282354333550.8132,1,envelope
2.719157943036019e-07,282354333550.8132,1,envelope
2.763385290053173e-07,232506987300.29535,1,envelope
2.8083319988231697e-07,232506987300.29535,1,envelope
2.8540097698292376e-07,232506987300.29535,1,envelope
2.9004304938639914e-07,232506987300.29535,1,envelope
2.947606255124859e-07,191459781982.52325,1,envelope
2.995549334359817e-07,191459781982.52325,1,envelope
3.0442722120643e-07,191459781982.52325,1,envelope
3.0937875717301365e-07,157659124753.31778,1,envelope
3.144108303147265e-07,157659124753.31778,1,envelope
3.195247505759214e-07,157659124753.31778,1,envelope
3.247218492073132e-07,157659124753.31778,1,envelope
3.300034791125282e-07,129825696867.50797,1,envelope
3.353710152002929e-07,129825696867.50797,1,envelope
3.408258547423452e-07,129825696867.50797,1,envelope
3.463694177371734e-07,106906032831.94669,1,envelope
3.520031472796683e-07,106906032831.94669,1,envelope
3.57728509936787e-07,106906032831.94669,1,envelope
3.6354699612933177e-07,106906032831.94669,1,envelope
3.6946012051993025e-07,3400000000.0,1,envelope
3.754694224073337e-07,3400000000.0,1,envelope
3.815764661271253e-07,2240000000.0,1,envelope
3.877828414589454e-07,2240000000.0,1,envelope
3.940901640403448e-07,2240000000.0,1,envelope
4.005000757873611e-07,2240000000.0,1,envelope
4.0701424532194387e-07,2240000000.0,1,envelope
4.136343684063278e-07,2240000000.0,1,envelope
4.203621683844718e-07,2240000000.0,1,envelope
4.2719939663067764e-07,1530000000.0,1,envelope
4.341478330055093e-07,1530000000.0,1,envelope
4.41209286319119e-07,1530000000.0,1,envelope
4.483855948021191e-07,1530000000.0,1,envelope
4.556786265841069e-07,1530000000.0,1,envelope
4.630902801799737e-07,1080000000.0,1,envelope
4.706224849841282e-07,1080000000.0,1,envelope
4.782772017727485e-07,1080000000.0,1,envelope
4.860564232142139e-07,1080000000.0,1,envelope
4.939621743878326e-07,1080000000.0,1,envelope
5.019965133110079e-07,780000000.0,1,envelope
5.101615314749834e-07,780000000.0,1,envelope
5.184593543892913e-07,780000000.0,1,envelope
5.268921421350677e-07,780000000.0,1,envelope
5.354620899273613e-07,582000000.0,1,envelope
5.441714286865887e-07,582000000.0,1,envelope
5.5302242561929e-07,582000000.0,1,envelope
5.620173848083188e-07,582000000.0,1,envelope
5.711586478126435e-07,582000000.0,1,envelope
5.804485942768984e-07,441000000.0,1,envelope
5.898896425508493e-07,441000000.0,1,envelope
5.994842503189409e-07,441000000.0,1,envelope
6.092349152400711e-07,441000000.0,1,envelope
6.191441755977848e-07,342000000.0,1,envelope
6.29214610961035e-07,342000000.0,1,envelope
6.394488428556937e-07,342000000.0,1,envelope
6.498495354469888e-07,270000000.0,1,envelope
6.604193962330305e-07,270000000.0,1,envelope
6.711611767496287e-07,270000000.0,1,envelope
6.820776732865693e-07,270000000.0,1,envelope
6.9317172761554e-07,216000000.0,1,envelope
7.044462277299037e-07,216000000.0,1,envelope
7.159041085964888e-07,216000000.0,1,envelope
7.275483529196232e-07,175000000.0,1,envelope
7.393819919175874e-07,175000000.0,1,envelope
7.514081061116962e-07,175000000.0,1,envelope
7.636298261282241e-07,140000000.0,1,envelope
7.760503335133571e-07,140000000.0,1,envelope
7.886728615614155e-07,140000000.0,1,envelope
8.015006961565414e-07,140000000.0,1,envelope
8.145371766280737e-07,140000000.0,1,envelope
8.277856966198472e-07,140000000.0,1,envelope
8.412497049736118e-07,140000000.0,1,envelope
8.549327066268385e-07,140000000.0,1,envelope
8.688382635251193e-07,140000000.0,1,envelope
8.829699955494083e-07,140000000.0,1,envelope
8.973315814583519e-07,140000000.0,1,envelope
9.119267598459298e-07,140000000.0,1,envelope
9.267593301146884e-07,82000000.0,1,envelope
9.41833153464796e-07,82000000.0,1,envelope
9.571521538991855e-07,82000000.0,1,envelope
9.727203192450538e-07,82000000.0,1,envelope
9.885417021919574e-07,82000000.0,1,envelope
1.0046204213468131e-06,82000000.0,1,envelope
1.0209606623060477e-06,82000000.0,1,envelope
1.037566678745185e-06,82000000.0,1,envelope
1.0544427935261683e-06,82000000.0,1,envelope
1.0715933998226711e-06,51200000.0,1,envelope
1.0890229622637304e-06,51200000.0,1,envelope
1.1067360180959745e-06,51200000.0,1,envelope
1.1247371783647508e-06,51200000.0,1,envelope
1.1430311291144789e-06,51200000.0,1,envelope
1.161622632608502e-06,51200000.0,1,envelope
1.1805165285688057e-06,51200000.0,1,envelope
1.1997177354358857e-06,51200000.0,1,envelope
1.2192312516491094e-06,51200000.0,1,envelope
1.2390621569479157e-06,51200000.0,1,envelope
1.2592156136941508e-06,51200000.0,1,envelope
1.2796968682159416e-06,51200000.0,1,envelope
1.30051125217341e-06,29800000.0,1,envelope
1.3216641839466038e-06,29800000.0,1,envelope
1.3431611700460154e-06,29800000.0,1,envelope
1.3650078065460135e-06,29800000.0,1,envelope
1.387209780541621e-06,29800000.0,1,envelope
1.4097728716289677e-06,29800000.0,1,envelope
1.4327029534098294e-06,29800000.0,1,envelope
1.4560059950206485e-06,29800000.0,1,envelope
1.4796880626863962e-06,29800000.0,1,envelope
1.5037553212997384e-06,29800000.0,1,envelope
1.5282140360258708e-06,17500000.0,1,envelope
1.5530705739334583e-06,17500000.0,1,envelope
1.5783314056521166e-06,17500000.0,1,envelope
1.60400310705682e-06,17500000.0,1,envelope
1.630092360979741e-06,17500000.0,1,envelope
1.6566059589499152e-06,17500000.0,1,envelope
1.6835508029612006e-06,17500000.0,1,envelope
1.7109339072690135e-06,17500000.0,1,envelope
1.7387624002162504e-06,17500000.0,1,envelope
1.7670435260889466e-06,17500000.0,1,envelope
1.7957846470020968e-06,17500000.0,1,envelope
1.8249932448161505e-06,17500000.0,1,envelope
1.8546769230846976e-06,17500000.0,1,envelope
1.8848434090337953e-06,17500000.0,1,envelope
1.915500555573528e-06,8960000.0,1,envelope
1.946656343342263e-06,8960000.0,1,envelope
1.978318882784162e-06,8960000.0,1,envelope
2.010496416260497e-06,8960000.0,1,envelope
2.0431973201952705e-06,8960000.0,1,envelope
2.076430107255775e-06,8960000.0,1,envelope
2.110203428568597e-06,8960000.0,1,envelope
2.144526075971665e-06,8960000.0,1,envelope
2.179406984302954e-06,8960000.0,1,envelope
2.214855233726359e-06,8960000.0,1,envelope
2.250880052095462e-06,8960000.0,1,envelope
2.287490817355704e-06,8960000.0,1,envelope
2.3246970599856456e-06,5040000.0,1,envelope
2.362508465477945e-06,5040000.0,1,envelope
2.4009348768606516e-06,5040000.0,1,envelope
2.43998629725955e-06,5040000.0,1,envelope
2.47967289250216e-06,5040000.0,1,envelope
2.5200049937640896e-06,5040000.0,1,envelope
2.560993100258457e-06,5040000.0,1,envelope
2.6026478819690047e-06,5040000.0,1,envelope
2.64498018242772e-06,5040000.0,1,envelope
2.6880010215376073e-06,3040000.0,1,envelope
2.7317215984413734e-06,3040000.0,1,envelope
2.776153294436798e-06,3040000.0,1,envelope
2.821307675939471e-06,3040000.0,1,envelope
2.8671964974937695e-06,3040000.0,1,envelope
2.913831704832789e-06,3040000.0,1,envelope
2.9612254379880313e-06,3040000.0,1,envelope
3.009390034449724e-06,3040000.0,1,envelope
3.058338032378432e-06,1960000.0,1,envelope
3.108082173869064e-06,1960000.0,1,envelope
3.158635408267819e-06,1960000.0,1,envelope
3.2100108955431683e-06,1960000.0,1,envelope
3.2622220097116733e-06,1960000.0,1,envelope
3.3152823423194233e-06,1960000.0,1,envelope
3.369205705980267e-06,1960000.0,1,envelope
3.4240061379714255e-06,1960000.0,1,envelope
3.479697903887688e-06,1960000.0,1,envelope
3.5362955013550466e-06,1960000.0,1,envelope
3.5938136638046257e-06,1960000.0,1,envelope
3.652267364308175e-06,1960000.0,1,envelope
3.711671819475767e-06,1960000.0,1,envelope
3.7720424934169934e-06,1960000.0,1,envelope
3.833395101766605e-06,896000.0,1,envelope
3.895745615775501e-06,896000.0,1,envelope
3.959110266468459e-06,896000.0,1,envelope
4.023505548869293e-06,896000.0,1,envelope
4.088948226294864e-06,896000.0,1,envelope
4.15545533471888e-06,112000.00000000007,1,envelope
4.223044187206672e-06,112000.00000000007,1,envelope
4.291732378422157e-06,112000.00000000007,1,envelope
4.361537789208005e-06,97628.78080163425,1,envelope
4.4324785912404e-06,97628.78080163425,1,envelope
4.504573251759463e-06,97628.78080163425,1,envelope
4.577840538376616e-06,97628.78080163425,1,envelope
4.652299523960189e-06,85101.59679297858,1,envelope
4.72796959160039e-06,85101.59679297858,1,envelope
4.804870439655134e-06,74181.83159973894,1,envelope
4.883022086877885e-06,74181.83159973894,1,envelope
4.962444877628914e-06,74181.83159973894,1,envelope
5.0431594871713585e-06,64663.23014923801,1,envelope
5.125186927053333e-06,64663.23014923801,1,envelope
5.208548550577666e-06,64663.23014923801,1,envelope
5.293266058360567e-06,56366.002876478735,1,envelope
5.379361503980698e-06,56366.002876478735,1,envelope
5.466857299720181e-06,56366.002876478735,1,envelope
5.555776222398878e-06,49133.42981689307,1,envelope
5.646141419303673e-06,49133.42981689307,1,envelope
5.737976414214139e-06,42828.90044308868,1,envelope
5.831305113526219e-06,42828.90044308868,1,envelope
5.9261518124755525e-06,42828.90044308868,1,envelope
6.022541201461928e-06,37333.333333333416,1,envelope
6.120498372476703e-06,37333.333333333416,1,envelope
6.220048825634718e-06,37333.333333333416,1,envelope
6.3212184758124485e-06,32542.926933878138,1,envelope
6.4240336593941905e-06,32542.926933878138,1,envelope
6.5285211411278475e-06,32542.926933878138,1,envelope
6.634708121092351e-06,28367.19893099274,1,envelope
6.742622241778349e-06,28367.19893099274,1,envelope
6.852291595284057e-06,24727.277199913035,1,envelope
6.9637447306282225e-06,24727.277199913035,1,envelope
7.077010661181889e-06,24727.277199913035,1,envelope
7.1921188722211925e-06,24727.277199913035,1,envelope
7.309099328602918e-06,21554.41004974604,1,envelope
7.4279824825649105e-06,21554.41004974604,1,envelope
7.548799281653432e-06,21554.41004974604,1,envelope
7.671581176779302e-06,18788.66762549282,1,envelope
7.796360130405236e-06,18788.66762549282,1,envelope
7.923168624866261e-06,18788.66762549282,1,envelope
8.05203967082547e-06,16377.809938964388,1,envelope
8.183006815867389e-06,16377.809938964388,1,envelope
8.316104153230961e-06,14276.300147696247,1,envelope
8.451366330684723e-06,14276.300147696247,1,envelope
8.588828559546258e-06,14276.300147696247,1,envelope
8.72852662384837e-06,12444.444444444418,1,envelope
8.870496889654403e-06,12444.444444444418,1,envelope
9.014776314524916e-06,12444.444444444418,1,envelope
9.16140245713852e-06,10847.642311292728,1,envelope
9.310413487069083e-06,10847.642311292728,1,envelope
9.461848194721991e-06,10847.642311292728,1,envelope
9.615746001432097e-06,9455.732976997597,1,envelope
9.772146969725724e-06,9455.732976997597,1,envelope
9.9310918137498e-06,8242.425733304306,1,envelope
1.0092621909870484e-05,8242.425733304306,1,envelope
1.0256779307444207e-05,8242.425733304306,1,envelope
1.0423606739764011e-05,7184.803349915353,1,envelope
1.05931476351837e-05,7184.803349915353,1,envelope
1.076544612842316e-05,7184.803349915353,1,envelope
1.0940547072057437e-05,6262.889208497619,1,envelope
1.11184960481927e-05,6262.889208497619,1,envelope
1.1299339380332215e-05,6262.889208497619,1,envelope
1.148312414543511e-05,5459.2699796547695,1,envelope
1.1669898186171477e-05,5459.2699796547695,1,envelope
1.1859710123376708e-05,5459.2699796547695,1,envelope
1.2052609368708414e-05,4758.766715898757,1,envelope
1.2248646137509308e-05,4758.766715898757,1,envelope
1.2447871461879062e-05,4758.766715898757,1,envelope
1.2650337203959038e-05,4148.148148148146,1,envelope
1.2856096069432964e-05,4148.148148148146,1,envelope
1.30652016212472e-05,4148.148148148146,1,envelope
1.3277708293554293e-05,4148.148148148146,1,envelope
1.3493671405883064e-05,4148.148148148146,1,envelope
1.3713147177539455e-05,4148.148148148146,1,envelope
1.3936192742241436e-05,4148.148148148146,1,envelope
1.4162866162991972e-05,4148.148148148146,1,envelope
1.4393226447194064e-05,4148.148148148146,1,envelope
1.46273335620113e-05,4148.148148148146,1,envelope
1.4865248449978572e-05,4148.148148148146,1,envelope
1.5107033044866556e-05,4148.148148148146,1,envelope
1.535275028780421e-05,4148.148148148146,1,envelope
1.5602464143663713e-05,4148.148148148146,1,envelope
1.5856239617711373e-05,4148.148148148146,1,envelope
1.61141427725302e-05,4148.148148148146,1,envelope
1.637624074521689e-05,4148.148148148146,1,envelope
1.664260176485902e-05,4148.148148148146,1,envelope
1.6913295170296505e-05,4148.148148148146,1,envelope
1.7188391428171457e-05,4148.148148148146,1,envelope
1.7467962151272457e-05,4148.148148148146,1,envelope
1.775208011717636e-05,4148.148148148146,1,envelope
1.804081928719381e-05,4148.148148148146,1,envelope
1.8334254825622925e-05,9300.0,1,envelope
1.86324631193156e-05,9300.0,1,envelope
1.8935521797562953e-05,9300.0,1,envelope
1.924350975230332e-05,9300.0,1,envelope
1.955650715865947e-05,9300.0,1,envelope
1.987459549580986e-05,9300.0,1,envelope
2.0197857568198786e-05,9300.0,1,envelope
2.052637752709252e-05,9300.0,1,envelope
2.086024089248505e-05,9300.0,1,envelope
2.1199534575360688e-05,9300.0,1,envelope
2.1544346900318867e-05,9300.0,1,envelope
2.189476762856621e-05,9300.0,1,envelope
2.2250887981283697e-05,9300.0,1,envelope
2.261280066337279e-05,9300.0,1,envelope
2.2980599887588487e-05,9300.0,1,envelope
2.3354381399064817e-05,9300.0,1,envelope
2.3734242500238664e-05,9300.0,1,envelope
2.412028207618007e-05,9300.0,1,envelope
2.45126006203334e-05,9300.0,1,envelope
2.491130026067786e-05,9300.0,1,envelope
2.531648478631358e-05,9300.0,1,envelope
2.572825967447932e-05,9300.0,1,envelope
2.614673211801092e-05,9300.0,1,envelope
2.6572011053245063e-05,9300.0,1,envelope
2.70042071883777e-05,9300.0,1,envelope
0.0088500749144734,1.232846739442066e-06,1,envelope
0.008994022174092,1.232846739442066e-06,1,envelope
0.0091403107487562,1.232846739442066e-06,1,envelope
0.0092889787201644,1.232846739442066e-06,1,envelope
0.0094400647894176,1.232846739442066e-06,1,envelope
0.0095936082870931,1.232846739442066e-06,1,envelope
0.009749649183484,1.232846739442066e-06,1,envelope
0.0099082280990037,1.232846739442066e-06,1,envelope
0.0100693863147602,1.232846739442066e-06,1,envelope
0.0102331657833024,1.232846739442066e-06,1,envelope
0.0103996091395412,1.232846739442066e-06,1,envelope
0.010568759711848,1.232846739442066e-06,1,envelope
0.0107406615333343,1.232846739442066e-06,1,envelope
0.0109153593533139,1.232846739442066e-06,1,envelope
0.0110928986489522,1.232846739442066e-06,1,envelope
0.0112733256371048,1.232846739442066e-06,1,envelope
0.0114566872863487,1.232846739442066e-06,1,envelope
0.0116430313292087,1.232846739442066e-06,1,envelope
0.0118324062745837,1.232846739442066e-06,1,envelope
0.0120248614203741,1.232846739442066e-06,1,envelope
0.0122204468663148,1.232846739442066e-06,1,envelope
0.0124192135270178,1.232846739442066e-06,1,envelope
0.0126212131452254,1.232846739442066e-06,1,envelope
0.0128264983052805,1.232846739442066e-06,1,envelope
0.013035122446815,1.232846739442066e-06,1,envelope
0.0132471398786611,1.232846739442066e-06,1,envelope
0.0134626057929891,1.232846739442066e-06,1,envelope
0.0136815762796747,1.232846739442066e-06,1,envelope
0.0139041083409006,1.232846739442066e-06,1,envelope
0.0141302599059953,1.232846739442066e-06,1,envelope
0.0143600898465126,1.232846739442066e-06,1,envelope
0.0145936579915575,1.232846739442066e-06,1,envelope
0.014831025143361,1.232846739442066e-06,1,envelope
0.0150722530931075,1.232846739442066e-06,1,envelope
0.0153174046370207,1.232846739442066e-06,1,envelope
0.0155665435927106,1.232846739442066e-06,1,envelope
0.015819734815786,1.519911082952933e-06,1,envelope
0.0160770442167382,1.519911082952933e-06,1,envelope
0.0163385387780986,1.519911082952933e-06,1,envelope
0.0166042865718752,1.519911082952933e-06,1,envelope
0.0168743567772737,1.519911082952933e-06,1,envelope
0.0171488196987054,1.519911082952933e-06,1,envelope
0.0174277467840891,1.519911082952933e-06,1,envelope
0.0177112106434508,1.519911082952933e-06,1,envelope
0.0179992850678247,1.873817422860383e-06,1,envelope
0.0182920450484629,1.873817422860383e-06,1,envelope
0.0185895667963568,1.873817422860383e-06,1,envelope
0.0188919277620766,1.873817422860383e-06,1,envelope
0.0191992066559328,1.873817422860383e-06,1,envelope
0.0195114834684661,1.873817422860383e-06,1,envelope
0.0198288394912707,1.873817422860383e-06,1,envelope
0.0201513573381555,1.873817422860383e-06,1,envelope
0.0204791209666508,1.873817422860383e-06,1,envelope
